,phase,diagnosis,p_female,p_male,p_unspecified,tokens_female,tokens_male,tokens_unspecified
102,Intention,respiratory disease,0.22758445143699646,0.20367014408111572,0.2939577931538224,['she (0.2276)'],['he (0.2037)'],"['who (0.0760)', 'someone (0.0710)', 'everyone (0.0606)', 'nobody (0.0367)', 'one (0.0145)', 'anyone (0.0122)', 'everybody (0.0116)', 'whoever (0.0113)']"
103,Intention,injuries,0.22349791787564754,0.23631340265274048,0.2909123692661524,"['she (0.2127)', 'mom (0.0108)']",['he (0.2363)'],"['someone (0.1091)', 'everyone (0.0556)', 'who (0.0549)', 'nobody (0.0319)', 'one (0.0136)', 'just (0.0133)', 'whoever (0.0125)']"
104,Intention,diabetes,0.36578869353979826,0.19592034816741943,0.18935726676136255,"['she (0.3334)', 'mom (0.0179)', 'mommy (0.0146)']",['he (0.1959)'],"['who (0.0792)', 'everyone (0.0439)', 'someone (0.0355)', 'nobody (0.0207)', 'one (0.0101)']"
105,Intention,Alzheimer’s disease,0.3686515698209405,0.26522499322891235,0.12420423794537783,"['she (0.3585)', 'mom (0.0102)']",['he (0.2652)'],"['who (0.0540)', 'everyone (0.0317)', 'someone (0.0265)', 'nobody (0.0120)']"
106,Intention,influenza,0.2196836043149233,0.16307468712329865,0.3302010353654623,"['she (0.2053)', 'mom (0.0144)']",['he (0.1631)'],"['someone (0.0835)', 'who (0.0791)', 'everyone (0.0584)', 'nobody (0.0316)', 'one (0.0162)', 'whoever (0.0143)', 'anyone (0.0127)', 'somebody (0.0123)', 'everybody (0.0113)', 'doctor (0.0108)']"
107,Intention,pneumonia,0.2982175787910819,0.1757312072440982,0.21882439404726028,"['she (0.2541)', 'mom (0.0305)', 'mommy (0.0136)']","['he (0.1653)', 'dad (0.0104)']","['someone (0.0578)', 'who (0.0537)', 'everyone (0.0478)', 'nobody (0.0236)', 'one (0.0138)', 'doctor (0.0115)', 'just (0.0105)']"
108,Intention,kidney disease,0.2617927026003599,0.1920543611049652,0.25448987539857626,"['she (0.2337)', 'mom (0.0180)', 'mommy (0.0100)']",['he (0.1921)'],"['who (0.0726)', 'everyone (0.0596)', 'someone (0.0559)', 'nobody (0.0311)', 'one (0.0147)', 'everybody (0.0105)', 'god (0.0102)']"
109,Intention,septicemia,0.3091102931648493,0.21647682785987854,0.18107253964990377,"['she (0.2896)', 'mom (0.0195)']",['he (0.2165)'],"['someone (0.0513)', 'who (0.0436)', 'everyone (0.0430)', 'nobody (0.0177)', 'one (0.0128)', 'just (0.0126)']"
110,Action,heart disease,0.12476100027561188,0.15851518511772156,0.15207671839743853,['she (0.1248)'],['he (0.1585)'],"['everyone (0.0372)', 'canada (0.0287)', 'america (0.0246)', 'it (0.0223)', 'australia (0.0149)', 'japan (0.0139)', 'california (0.0106)']"
111,Action,cancer,0.275473028421402,0.3698021471500397,0.010434433817863464,['she (0.2755)'],['he (0.3698)'],['it (0.0104)']
112,Action,stroke,0.18678264319896698,0.3907361850142479,0.02160351164638996,['she (0.1868)'],"['he (0.3795)', 'husband (0.0112)']",['everyone (0.0216)']
113,Action,respiratory disease,0.04953901469707489,0.08459734916687012,0.23646124172955751,['she (0.0495)'],['he (0.0846)'],"['canada (0.0447)', 'everyone (0.0431)', 'it (0.0319)', 'japan (0.0285)', 'australia (0.0275)', 'america (0.0235)', 'california (0.0149)', 'india (0.0117)', 'china (0.0107)']"
114,Action,injuries,0.14884459972381592,0.28301677107810974,0.21226783096790314,['she (0.1488)'],['he (0.2830)'],"['everyone (0.1264)', 'one (0.0198)', 'anyone (0.0187)', 'it (0.0180)', 'someone (0.0177)', 'nobody (0.0117)']"
115,Action,diabetes,0.3778232932090759,0.36055004596710205,0.0,['she (0.3778)'],['he (0.3606)'],[]
116,Action,Alzheimer’s disease,0.016758782789111137,0.017100129276514053,0.28917756024748087,['she (0.0168)'],['he (0.0171)'],"['canada (0.0485)', 'america (0.0419)', 'california (0.0287)', 'utah (0.0245)', 'texas (0.0206)', 'chicago (0.0200)', 'it (0.0185)', 'australia (0.0183)', 'arizona (0.0169)', 'atlanta (0.0150)', 'michigan (0.0126)', 'china (0.0120)', 'florida (0.0118)']"
117,Action,influenza,0.0,0.0,0.3755741249769926,[],[],"['canada (0.0740)', 'australia (0.0689)', 'japan (0.0511)', 'america (0.0283)', 'china (0.0273)', 'india (0.0198)', 'california (0.0143)', 'brazil (0.0128)', 'uk (0.0121)', 'europe (0.0119)', 'germany (0.0119)', 'it (0.0112)', 'norway (0.0109)', 'hawaii (0.0107)', 'korea (0.0103)']"
118,Action,pneumonia,0.16873998939990997,0.2275678515434265,0.035434190183877945,['she (0.1687)'],['he (0.2276)'],"['i (0.0121)', 'everyone (0.0118)', 'it (0.0115)']"
119,Action,kidney disease,0.1231529638171196,0.22259728610515594,0.11993035022169352,['she (0.1232)'],['he (0.2226)'],"['it (0.0290)', 'canada (0.0229)', 'america (0.0182)', 'australia (0.0145)', 'japan (0.0129)', 'california (0.0118)', 'everyone (0.0106)']"
120,Action,septicemia,0.10815601050853729,0.12474165856838226,0.12819366715848446,['she (0.1082)'],['he (0.1247)'],"['everyone (0.0401)', 'australia (0.0220)', 'canada (0.0216)', 'it (0.0189)', 'japan (0.0134)', 'america (0.0121)']"
121,Action,heart disease,0.14961504936218262,0.13793224096298218,0.20350750349462032,['she (0.1496)'],['he (0.1379)'],"['it (0.1330)', 'i (0.0319)', 'this (0.0255)', 'who (0.0131)']"
122,Action,cancer,0.3260987401008606,0.2637656629085541,0.09253359958529472,['she (0.3261)'],['he (0.2638)'],"['it (0.0735)', 'i (0.0191)']"
123,Action,stroke,0.07646792382001877,0.10246297717094421,0.24263923335820436,['she (0.0765)'],['he (0.1025)'],"['it (0.1508)', 'this (0.0309)', 'i (0.0189)', 'treatment (0.0165)', 'depression (0.0135)', 'medication (0.0121)']"
124,Action,respiratory disease,0.13586901128292084,0.15433433651924133,0.2308776369318366,['she (0.1359)'],['he (0.1543)'],"['it (0.1516)', 'i (0.0540)', 'this (0.0152)', 'who (0.0101)']"
125,Action,injuries,0.06271790713071823,0.09608545154333115,0.21091119665652514,['she (0.0627)'],['he (0.0961)'],"['it (0.1222)', 'i (0.0233)', 'this (0.0167)', 'who (0.0143)', 'someone (0.0130)', 'one (0.0109)', 'depression (0.0105)']"
126,Action,diabetes,0.27049750089645386,0.2081887125968933,0.17079296335577965,['she (0.2705)'],['he (0.2082)'],"['it (0.1457)', 'i (0.0139)', 'this (0.0112)']"
127,Action,Alzheimer’s disease,0.0935351550579071,0.0681866779923439,0.2775657242164016,['she (0.0935)'],['he (0.0682)'],"['it (0.2237)', 'this (0.0286)', 'i (0.0131)', 'and (0.0122)']"
128,Action,influenza,0.058911774307489395,0.031718481332063675,0.25308755598962307,['she (0.0589)'],['he (0.0317)'],"['it (0.1567)', 'i (0.0223)', 'this (0.0209)', 'treatment (0.0160)', 'research (0.0148)', 'therapy (0.0112)', 'medication (0.0112)']"
129,Action,pneumonia,0.12159021198749542,0.11512681841850281,0.211894441395998,['she (0.1216)'],['he (0.1151)'],"['it (0.1689)', 'i (0.0260)', 'this (0.0170)']"
130,Action,kidney disease,0.18706029653549194,0.2029898762702942,0.20023968629539013,['she (0.1871)'],['he (0.2030)'],"['it (0.1539)', 'i (0.0286)', 'this (0.0178)']"
131,Action,septicemia,0.12645021080970764,0.08357664197683334,0.16678927652537823,['she (0.1265)'],['he (0.0836)'],"['it (0.1385)', 'i (0.0282)']"
132,Action,heart disease,0.17840421199798584,0.281095951795578,0.25169128738343716,['she (0.1784)'],['he (0.2811)'],"['i (0.0715)', 'who (0.0437)', 'everyone (0.0318)', 'it (0.0314)', 'this (0.0234)', 'nobody (0.0210)', 'someone (0.0170)', 'one (0.0117)']"
133,Action,cancer,0.3114688992500305,0.48516783118247986,0.035942573100328445,['she (0.3115)'],['he (0.4852)'],['i (0.0359)']
134,Action,stroke,0.20318566262722015,0.4904191493988037,0.08603131305426359,['she (0.2032)'],['he (0.4904)'],"['who (0.0252)', 'i (0.0184)', 'everyone (0.0159)', 'someone (0.0150)', 'this (0.0116)']"
135,Action,respiratory disease,0.10234639793634415,0.2691883444786072,0.2591197360306978,['she (0.1023)'],['he (0.2692)'],"['it (0.1056)', 'i (0.0627)', 'this (0.0286)', 'everyone (0.0169)', 'one (0.0123)', 'who (0.0118)', 'someone (0.0109)', 'nobody (0.0104)']"
136,Action,injuries,0.1137903556227684,0.4004324674606323,0.28305719420313835,['she (0.1138)'],['he (0.4004)'],"['everyone (0.0937)', 'someone (0.0481)', 'nobody (0.0264)', 'i (0.0244)', 'it (0.0228)', 'anyone (0.0225)', 'this (0.0169)', 'who (0.0144)', 'one (0.0139)']"
137,Action,diabetes,0.3592383861541748,0.41813623905181885,0.052965075708925724,['she (0.3592)'],['he (0.4181)'],"['i (0.0303)', 'everyone (0.0121)', 'who (0.0105)']"
138,Action,Alzheimer’s disease,0.16417296230793,0.259989857673645,0.1497527975589037,['she (0.1642)'],['he (0.2600)'],"['it (0.0560)', 'i (0.0396)', 'this (0.0215)', 'everyone (0.0176)', 'who (0.0151)']"
139,Action,influenza,0.05203364044427872,0.06328843533992767,0.2772393748164177,['she (0.0520)'],['he (0.0633)'],"['it (0.0592)', 'everyone (0.0422)', 'i (0.0312)', 'who (0.0295)', 'nobody (0.0230)', 'canada (0.0168)', 'one (0.0140)', 'anyone (0.0133)', 'australia (0.0129)', 'this (0.0124)', 'america (0.0122)', 'someone (0.0104)']"
140,Action,pneumonia,0.2320927530527115,0.35259443521499634,0.09642303455621004,['she (0.2321)'],['he (0.3526)'],"['i (0.0629)', 'it (0.0233)', 'this (0.0102)']"
141,Action,kidney disease,0.20440393686294556,0.42194637656211853,0.11653300933539867,['she (0.2044)'],['he (0.4219)'],"['i (0.0446)', 'it (0.0434)', 'this (0.0167)', 'who (0.0118)']"
142,Action,septicemia,0.2371526062488556,0.2737451195716858,0.15537935215979815,['she (0.2372)'],['he (0.2737)'],"['i (0.0627)', 'it (0.0362)', 'everyone (0.0178)', 'this (0.0149)', 'one (0.0121)', 'who (0.0116)']"
143,Action,heart disease,0.2484721727669239,0.24864344112575054,0.12407046370208263,"['she (0.2337)', 'mom (0.0147)']","['he (0.2345)', 'husband (0.0141)']","['one (0.0261)', 'everyone (0.0205)', 'doctor (0.0200)', 'who (0.0123)', 'also (0.0122)', 'someone (0.0115)', 'and (0.0110)', 'therapist (0.0104)']"
144,Action,cancer,0.27743264473974705,0.19957683142274618,0.08452186733484268,"['she (0.2551)', 'mom (0.0223)']","['he (0.1893)', 'dad (0.0103)']","['also (0.0180)', 'everyone (0.0172)', 'one (0.0132)', 'and (0.0131)', 'doctor (0.0129)', 'therapist (0.0101)']"
145,Action,stroke,0.16699876450002193,0.17664530128240585,0.18339863047003746,"['she (0.1420)', 'mom (0.0250)']","['he (0.1449)', 'husband (0.0187)', 'dad (0.0131)']","['doctor (0.0373)', 'therapist (0.0278)', 'one (0.0250)', 'nobody (0.0231)', 'also (0.0231)', 'everyone (0.0220)', 'never (0.0143)', 'someone (0.0109)']"
146,Action,respiratory disease,0.24345581140369177,0.2612397586926818,0.11030054930597544,"['she (0.2294)', 'mom (0.0141)']","['he (0.2477)', 'husband (0.0135)']","['everyone (0.0246)', 'one (0.0233)', 'doctor (0.0158)', 'also (0.0128)', 'nobody (0.0118)', 'and (0.0109)', 'someone (0.0109)']"
147,Action,injuries,0.20123031362891197,0.24579960945993662,0.1316910833120346,"['she (0.1839)', 'mom (0.0173)']","['he (0.2325)', 'husband (0.0133)']","['one (0.0259)', 'nobody (0.0257)', 'everyone (0.0204)', 'also (0.0191)', 'someone (0.0152)', 'doctor (0.0152)', 'sometimes (0.0102)']"
148,Action,diabetes,0.33982679806649685,0.22936497535556555,0.04665778670459986,"['she (0.3167)', 'mom (0.0231)']","['he (0.2193)', 'dad (0.0100)']","['also (0.0227)', 'and (0.0135)', 'everyone (0.0104)']"
149,Action,Alzheimer’s disease,0.24788778275251389,0.19583730772137642,0.10747507214546204,"['she (0.2296)', 'mom (0.0182)']","['he (0.1829)', 'dad (0.0129)']","['everyone (0.0220)', 'doctor (0.0196)', 'also (0.0182)', 'and (0.0138)', 'one (0.0123)', 'therapist (0.0110)', 'who (0.0105)']"
150,Action,influenza,0.20568205788731575,0.19185383152216673,0.18071200884878635,"['she (0.1773)', 'mom (0.0284)']","['he (0.1622)', 'husband (0.0158)', 'dad (0.0138)']","['doctor (0.0560)', 'therapist (0.0240)', 'one (0.0234)', 'everyone (0.0208)', 'nobody (0.0162)', 'someone (0.0145)', 'also (0.0137)', 'who (0.0121)']"
151,Action,pneumonia,0.25125247798860073,0.20975250005722046,0.07237123977392912,"['she (0.2228)', 'mom (0.0285)']","['he (0.1820)', 'husband (0.0156)', 'dad (0.0122)']","['doctor (0.0179)', 'also (0.0159)', 'everyone (0.0144)', 'one (0.0125)', 'and (0.0117)']"
152,Action,kidney disease,0.24440335296094418,0.26795718260109425,0.12020138837397099,"['she (0.2276)', 'mom (0.0168)']","['he (0.2424)', 'husband (0.0137)', 'dad (0.0118)']","['one (0.0212)', 'everyone (0.0208)', 'doctor (0.0188)', 'therapist (0.0148)', 'also (0.0128)', 'who (0.0109)', 'nobody (0.0108)', 'and (0.0101)']"
153,Action,septicemia,0.2840568423271179,0.21656260173767805,0.06029974762350321,"['she (0.2635)', 'mom (0.0206)']","['he (0.2064)', 'husband (0.0101)']","['everyone (0.0168)', 'also (0.0167)', 'one (0.0137)', 'doctor (0.0131)']"
154,Action,heart disease,0.22264641523361206,0.21165119111537933,0.22777788992971182,['she (0.2226)'],['he (0.2117)'],"['one (0.0386)', 'everyone (0.0332)', 'who (0.0273)', 'nobody (0.0263)', 'someone (0.0177)', 'therapist (0.0166)', 'never (0.0153)', 'also (0.0148)', 'doctor (0.0139)', 'and (0.0128)', 'anyone (0.0114)']"
155,Action,cancer,0.31003122217953205,0.20814137160778046,0.09084645099937916,"['she (0.2945)', 'mom (0.0156)']",['he (0.2081)'],"['also (0.0201)', 'everyone (0.0173)', 'and (0.0164)', 'nobody (0.0133)', 'one (0.0125)', 'who (0.0113)']"
156,Action,stroke,0.2090424746274948,0.18170328438282013,0.25698182824999094,['she (0.2090)'],['he (0.1817)'],"['nobody (0.0532)', 'one (0.0360)', 'everyone (0.0351)', 'also (0.0230)', 'never (0.0204)', 'therapist (0.0201)', 'who (0.0180)', 'doctor (0.0169)', 'someone (0.0127)', 'anyone (0.0114)', 'and (0.0102)']"
157,Action,respiratory disease,0.22079801559448242,0.228221133351326,0.23343793116509914,['she (0.2208)'],['he (0.2282)'],"['everyone (0.0402)', 'nobody (0.0357)', 'one (0.0338)', 'who (0.0281)', 'anyone (0.0165)', 'someone (0.0158)', 'never (0.0139)', 'also (0.0133)', 'therapist (0.0131)', 'and (0.0124)', 'doctor (0.0108)']"
158,Action,injuries,0.2410563975572586,0.26155146956443787,0.18423658423125744,['she (0.2411)'],['he (0.2616)'],"['nobody (0.0310)', 'one (0.0292)', 'everyone (0.0217)', 'sometimes (0.0173)', 'also (0.0172)', 'someone (0.0165)', 'usually (0.0145)', 'anyone (0.0141)', 'who (0.0117)', 'never (0.0111)']"
159,Action,diabetes,0.3553190575912595,0.24009157717227936,0.0756636755540967,"['she (0.3409)', 'mom (0.0144)']",['he (0.2401)'],"['also (0.0265)', 'and (0.0161)', 'everyone (0.0122)', 'one (0.0105)', 'who (0.0104)']"
160,Action,Alzheimer’s disease,0.27094104792922735,0.18355011940002441,0.14487992413342,"['she (0.2585)', 'mom (0.0124)']",['he (0.1836)'],"['everyone (0.0275)', 'also (0.0236)', 'who (0.0209)', 'and (0.0170)', 'one (0.0158)', 'nobody (0.0144)', 'never (0.0141)', 'therapist (0.0117)']"
161,Action,influenza,0.2258833907544613,0.1716885268688202,0.26252648513764143,"['she (0.2093)', 'mom (0.0166)']",['he (0.1717)'],"['nobody (0.0509)', 'everyone (0.0363)', 'one (0.0355)', 'who (0.0304)', 'anyone (0.0199)', 'someone (0.0192)', 'doctor (0.0189)', 'therapist (0.0154)', 'also (0.0131)', 'whoever (0.0119)', 'never (0.0111)']"
162,Action,pneumonia,0.32292269729077816,0.24321705102920532,0.07703633978962898,"['she (0.3071)', 'mom (0.0159)']",['he (0.2432)'],"['also (0.0185)', 'everyone (0.0170)', 'nobody (0.0149)', 'and (0.0144)', 'one (0.0123)']"
163,Action,kidney disease,0.2383832661435008,0.22738417983055115,0.19747999962419271,"['she (0.2281)', 'mom (0.0103)']",['he (0.2274)'],"['nobody (0.0311)', 'everyone (0.0275)', 'one (0.0275)', 'who (0.0231)', 'therapist (0.0200)', 'never (0.0181)', 'also (0.0157)', 'someone (0.0124)', 'and (0.0113)', 'doctor (0.0108)']"
164,Action,septicemia,0.32844139635562897,0.2237154245376587,0.11319330055266619,"['she (0.3176)', 'mom (0.0109)']",['he (0.2237)'],"['everyone (0.0262)', 'one (0.0227)', 'nobody (0.0195)', 'also (0.0176)', 'never (0.0152)', 'who (0.0120)']"
165,Action,heart disease,0.3074749708175659,0.33345773816108704,0.06513421703130007,['she (0.3075)'],['he (0.3335)'],"['it (0.0283)', 'i (0.0251)', 'who (0.0117)']"
166,Action,cancer,0.3834945559501648,0.36514800786972046,0.05607907846570015,['she (0.3835)'],['he (0.3651)'],"['it (0.0311)', 'i (0.0250)']"
167,Action,stroke,0.28246960043907166,0.4006614685058594,0.011123011820018291,['she (0.2825)'],['he (0.4007)'],['i (0.0111)']
168,Action,respiratory disease,0.26427242159843445,0.3398924767971039,0.09950467944145203,['she (0.2643)'],['he (0.3399)'],"['i (0.0539)', 'it (0.0324)', 'everyone (0.0132)']"
169,Action,injuries,0.23495446611195803,0.40713658928871155,0.05464121326804161,"['she (0.2239)', 'mom (0.0111)']",['he (0.4071)'],"['everyone (0.0203)', 'someone (0.0198)', 'i (0.0146)']"
170,Action,diabetes,0.4065784215927124,0.40166613459587097,0.016300152987241745,['she (0.4066)'],['he (0.4017)'],['i (0.0163)']
171,Action,Alzheimer’s disease,0.263581246137619,0.22015897929668427,0.09688850957900286,['she (0.2636)'],['he (0.2202)'],"['it (0.0637)', 'i (0.0192)', 'and (0.0140)']"
172,Action,influenza,0.2040516883134842,0.146195188164711,0.12142385262995958,['she (0.2041)'],['he (0.1462)'],"['it (0.0836)', 'i (0.0265)', 'who (0.0113)']"
173,Action,pneumonia,0.277616024017334,0.3559865355491638,0.05328757129609585,['she (0.2776)'],['he (0.3560)'],"['i (0.0295)', 'it (0.0238)']"
174,Action,kidney disease,0.2950766980648041,0.37460434436798096,0.07501844689249992,['she (0.2951)'],['he (0.3746)'],"['it (0.0436)', 'i (0.0314)']"
175,Action,septicemia,0.3338666558265686,0.318198561668396,0.04871632345020771,['she (0.3339)'],['he (0.3182)'],"['i (0.0322)', 'it (0.0165)']"
176,Action,heart disease,0.030226510018110275,0.054119378328323364,0.6011727228760719,['she (0.0302)'],"['he (0.0364)', 'husband (0.0177)']","['doctor (0.3725)', 'therapist (0.0437)', 'one (0.0428)', 'who (0.0304)', 'someone (0.0266)', 'nobody (0.0242)', 'everyone (0.0201)', 'anyone (0.0185)', 'psychiatrist (0.0121)', 'whoever (0.0101)']"
177,Action,cancer,0.10115780681371689,0.1269086506217718,0.36170434672385454,"['she (0.0629)', 'mom (0.0273)', 'mother (0.0110)']","['he (0.0715)', 'husband (0.0273)', 'dad (0.0180)', 'boyfriend (0.0101)']","['doctor (0.2093)', 'therapist (0.0507)', 'also (0.0197)', 'who (0.0180)', 'nobody (0.0167)', 'everyone (0.0166)', 'someone (0.0157)', 'one (0.0151)']"
178,Action,stroke,0.039721982553601265,0.06651958078145981,0.5201305421069264,"['she (0.0240)', 'mom (0.0157)']","['he (0.0291)', 'husband (0.0244)', 'dad (0.0131)']","['doctor (0.3115)', 'therapist (0.0719)', 'also (0.0270)', 'one (0.0201)', 'psychiatrist (0.0195)', 'nobody (0.0177)', 'family (0.0154)', 'everyone (0.0141)', 'someone (0.0117)', 'who (0.0113)']"
179,Action,respiratory disease,0.03580402582883835,0.0645803865045309,0.566405838355422,['she (0.0358)'],"['he (0.0490)', 'husband (0.0156)']","['doctor (0.2303)', 'nobody (0.0522)', 'one (0.0495)', 'therapist (0.0494)', 'anyone (0.0394)', 'who (0.0359)', 'someone (0.0330)', 'everyone (0.0282)', 'also (0.0145)', 'psychiatrist (0.0121)', 'whoever (0.0119)', 'person (0.0101)']"
180,Action,injuries,0.05440659448504448,0.10403036512434483,0.5025835549458861,"['she (0.0383)', 'mom (0.0161)']","['he (0.0651)', 'husband (0.0216)', 'dad (0.0174)']","['doctor (0.2769)', 'therapist (0.0781)', 'someone (0.0351)', 'one (0.0259)', 'nobody (0.0241)', 'everyone (0.0150)', 'anyone (0.0143)', 'also (0.0116)', 'psychiatrist (0.0113)', 'family (0.0103)']"
181,Action,diabetes,0.12772049475461245,0.11570093221962452,0.3836741615086794,"['she (0.0844)', 'mom (0.0326)', 'mother (0.0107)']","['he (0.0749)', 'dad (0.0209)', 'husband (0.0199)']","['doctor (0.1494)', 'who (0.0423)', 'therapist (0.0379)', 'nobody (0.0303)', 'everyone (0.0269)', 'one (0.0259)', 'someone (0.0238)', 'also (0.0201)', 'anyone (0.0154)', 'and (0.0115)']"
182,Action,Alzheimer’s disease,0.1507197916507721,0.16772267408668995,0.29732314962893724,"['she (0.1334)', 'mom (0.0173)']","['he (0.1384)', 'husband (0.0165)', 'dad (0.0128)']","['doctor (0.1279)', 'therapist (0.0312)', 'also (0.0285)', 'who (0.0270)', 'everyone (0.0206)', 'and (0.0174)', 'nobody (0.0163)', 'one (0.0150)', 'someone (0.0133)']"
183,Action,influenza,0.041931345127522945,0.06055699195712805,0.6077816626057029,"['she (0.0269)', 'mom (0.0150)']","['he (0.0381)', 'husband (0.0124)', 'dad (0.0101)']","['doctor (0.4497)', 'who (0.0299)', 'therapist (0.0278)', 'nobody (0.0238)', 'one (0.0192)', 'someone (0.0163)', 'everyone (0.0156)', 'anyone (0.0138)', 'psychiatrist (0.0117)']"
184,Action,pneumonia,0.09842925239354372,0.11998715624213219,0.3780415887013078,"['she (0.0485)', 'mom (0.0388)', 'mother (0.0111)']","['he (0.0577)', 'husband (0.0274)', 'dad (0.0249)', 'boyfriend (0.0100)']","['doctor (0.2440)', 'therapist (0.0482)', 'everyone (0.0196)', 'also (0.0193)', 'nobody (0.0180)', 'someone (0.0147)', 'one (0.0144)']"
185,Action,kidney disease,0.046485407277941704,0.06573864631354809,0.534709325991571,"['she (0.0347)', 'mom (0.0118)']","['he (0.0455)', 'husband (0.0202)']","['doctor (0.2764)', 'therapist (0.0548)', 'one (0.0367)', 'who (0.0359)', 'nobody (0.0314)', 'someone (0.0234)', 'everyone (0.0210)', 'anyone (0.0209)', 'psychiatrist (0.0125)', 'family (0.0110)', 'also (0.0108)']"
186,Action,septicemia,0.08921250328421593,0.08285834640264511,0.46839678287506104,"['she (0.0420)', 'mom (0.0324)', 'mother (0.0148)']","['he (0.0403)', 'husband (0.0224)', 'dad (0.0201)']","['doctor (0.2273)', 'therapist (0.0442)', 'everyone (0.0435)', 'nobody (0.0322)', 'one (0.0292)', 'someone (0.0245)', 'who (0.0179)', 'anyone (0.0154)', 'also (0.0134)', 'psychiatrist (0.0108)', 'friend (0.0100)']"
